customer_id,treatment,conversion,visit,exposure,class
IN-Peri-38355,1,0,0,0,Lost Cause
IN-Aist-74663,1,0,0,1,Lost Cause
IN-Sath-50105,0,0,0,0,Lost Cause
IN-Gaje-93783,1,0,0,0,Lost Cause
IN-Uran-74492,1,0,0,0,Lost Cause
IN-Bach-86592,1,0,0,0,Lost Cause
IN-Ging-11151,1,0,0,0,Lost Cause
IN-Gari-88221,1,0,0,0,Lost Cause
IN-Narw-8664,1,0,0,0,Lost Cause
IN-Lete-96929,1,0,0,0,Lost Cause
IN-Jash-2963,0,0,0,0,Lost Cause
IN-Peri-79962,0,0,0,0,Lost Cause
IN-Dals-26302,1,0,0,0,Lost Cause
IN-Barb-64306,1,0,0,0,Lost Cause
IN-Pudu-89283,1,0,0,0,Lost Cause
IN-Bhub-1128,1,0,0,0,Lost Cause
IN-Adra-49177,1,0,0,0,Lost Cause
IN-Osma-19626,0,0,0,0,Lost Cause
IN-Kala-97235,1,0,0,0,Lost Cause
IN-Deol-37617,1,0,0,0,Lost Cause
IN-Barb-96601,1,0,0,0,Lost Cause
IN-Sath-15677,1,0,0,0,Lost Cause
IN-Pune-72907,1,0,0,0,Lost Cause
IN-Amre-91985,0,0,0,0,Lost Cause
IN-Saha-13133,1,0,1,0,Persuadables
IN-Mala-10516,1,0,0,1,Lost Cause
IN-Srin-54121,1,0,0,0,Lost Cause
IN-Barp-88440,1,0,0,0,Lost Cause
IN-Paro-23577,1,0,0,0,Lost Cause
IN-Gora-30370,1,0,0,0,Lost Cause
IN-Tali-68825,1,0,0,0,Lost Cause
IN-Tiru-78072,1,0,0,0,Lost Cause
IN-Kang-35092,1,0,0,0,Lost Cause
IN-Diam-30543,1,0,0,0,Lost Cause
IN-Dals-16803,1,0,0,0,Lost Cause
IN-Gari-44122,1,0,0,0,Lost Cause
IN-Dals-27556,1,0,0,0,Lost Cause
IN-Robe-98170,1,0,0,0,Lost Cause
IN-Deol-73893,1,0,0,0,Lost Cause
IN-Udum-51804,0,0,0,0,Lost Cause
IN-Soja-61018,1,0,0,0,Lost Cause
IN-Diam-3825,1,0,0,0,Lost Cause
IN-Dava-74712,1,0,0,0,Lost Cause
IN-Kend-15035,1,0,0,0,Lost Cause
IN-Kash-15817,1,0,0,0,Lost Cause
IN-Mala-68238,0,0,0,0,Lost Cause
IN-Dals-57499,1,0,0,0,Lost Cause
IN-Sheo-93829,1,0,0,0,Lost Cause
IN-Sirs-94348,1,0,0,0,Lost Cause
IN-Dals-72718,0,0,0,0,Lost Cause
IN-Peri-58570,1,0,0,0,Lost Cause
IN-Aist-33102,1,0,0,0,Lost Cause
IN-Moga-2635,1,0,0,0,Lost Cause
IN-Chha-34994,1,0,0,0,Lost Cause
IN-Supa-95748,1,0,0,0,Lost Cause
IN-Bach-96905,1,0,0,0,Lost Cause
IN-Saha-77729,1,0,0,0,Lost Cause
IN-Adra-26193,1,0,0,0,Lost Cause
IN-Lal -27210,1,0,0,0,Lost Cause
IN-Kund-33395,1,0,0,1,Lost Cause
IN-Dava-70268,1,0,0,0,Lost Cause
IN-Bhay-10308,1,0,1,0,Persuadables
IN-Pudu-87819,1,0,0,0,Lost Cause
IN-Ging-64972,1,0,0,1,Lost Cause
IN-Gaje-85913,1,0,0,0,Lost Cause
IN-Moga-78088,1,0,0,0,Lost Cause
IN-Deol-1837,1,0,0,0,Lost Cause
IN-Barb-59362,1,0,0,0,Lost Cause
IN-Bhub-78005,1,0,0,0,Lost Cause
IN-Barb-46946,1,0,0,0,Lost Cause
IN-Kash-87816,1,0,0,0,Lost Cause
IN-Bhay-30351,0,0,0,0,Lost Cause
IN-Hung-4071,1,0,0,0,Lost Cause
IN-Soja-42352,1,0,0,0,Lost Cause
IN-Kash-95240,1,0,0,0,Lost Cause
IN-Sheo-32180,1,0,0,0,Lost Cause
IN-Raja-64453,1,0,1,0,Persuadables
IN-Tegh-46063,1,0,0,0,Lost Cause
IN-Peri-39712,1,0,0,0,Lost Cause
IN-Uran-19349,0,0,0,0,Lost Cause
IN-Kash-43691,1,0,0,0,Lost Cause
IN-Mala-44918,1,0,0,0,Lost Cause
IN-Amre-42056,1,0,0,0,Lost Cause
IN-Ging-36575,1,0,0,0,Lost Cause
IN-Robe-18668,1,0,0,0,Lost Cause
IN-Jais-70546,1,0,0,0,Lost Cause
IN-Moga-924,1,0,0,0,Lost Cause
IN-Elam-2308,1,0,0,0,Lost Cause
IN-Alwa-48221,1,0,0,0,Lost Cause
IN-Osma-93202,1,0,0,0,Lost Cause
IN-Chha-15029,1,0,0,0,Lost Cause
IN-Hung-53439,1,0,0,0,Lost Cause
IN-Srin-16104,1,0,0,0,Lost Cause
IN-Cala-61238,1,0,0,0,Lost Cause
IN-Supa-8266,1,0,0,0,Lost Cause
IN-Robe-65085,1,0,0,0,Lost Cause
IN-Aist-69825,1,0,0,0,Lost Cause
IN-Beta-63527,1,0,0,0,Lost Cause
IN-Jash-35104,1,0,0,0,Lost Cause
IN-Alwa-8426,1,0,0,0,Lost Cause
IN-Tegh-80328,0,0,0,0,Lost Cause
IN-Lal -25518,1,0,0,0,Lost Cause
IN-Madh-91281,1,0,0,0,Lost Cause
IN-Gora-51735,1,0,0,1,Lost Cause
IN-Osma-84830,1,0,0,0,Lost Cause
IN-Mala-75940,1,0,0,0,Lost Cause
IN-Rang-73538,1,0,0,0,Lost Cause
IN-Gari-47411,1,0,0,0,Lost Cause
IN-Beta-82999,0,0,0,0,Lost Cause
IN-Bhay-93328,1,0,0,0,Lost Cause
IN-Alwa-81043,1,0,0,0,Lost Cause
IN-Rafi-98043,1,0,0,0,Lost Cause
IN-Narw-60755,1,0,1,0,Sure Thing
IN-Moga-68946,1,0,0,0,Lost Cause
IN-Bhay-78131,1,0,0,0,Lost Cause
IN-Jais-16108,1,0,0,0,Lost Cause
IN-Barb-5423,1,0,0,0,Lost Cause
IN-Kash-73653,1,0,0,0,Lost Cause
IN-Meer-50756,1,0,0,0,Lost Cause
IN-Kend-93076,1,0,0,0,Lost Cause
IN-Peri-50987,1,0,0,0,Lost Cause
IN-Kund-26670,1,0,0,0,Lost Cause
IN-Deol-4248,1,0,0,0,Lost Cause
IN-Hald-65985,1,0,0,0,Lost Cause
IN-Elam-41151,1,0,0,0,Lost Cause
IN-Sheo-81064,1,0,0,0,Lost Cause
IN-Ging-58397,1,0,0,0,Lost Cause
IN-Kend-34239,1,0,0,0,Lost Cause
IN-Sath-50236,1,0,0,0,Lost Cause
IN-Chha-53899,1,0,0,0,Lost Cause
IN-Pilk-32126,1,0,0,0,Lost Cause
IN-Samb-47310,1,0,0,0,Lost Cause
IN-Dava-20367,1,0,0,0,Lost Cause
IN-Barp-86477,1,0,0,0,Lost Cause
IN-Srin-68132,1,0,0,0,Lost Cause
IN-Jash-96951,1,0,0,0,Lost Cause
IN-Domb-73760,0,0,0,0,Lost Cause
IN-Udum-54497,1,0,1,1,Sure Thing
IN-Saha-18854,1,0,0,0,Lost Cause
IN-Robe-19319,1,0,0,0,Lost Cause
IN-Raja-92240,0,0,1,0,Dont Disturb
IN-Dals-60258,1,0,0,0,Lost Cause
IN-Kash-34788,0,0,0,0,Lost Cause
IN-Dava-48720,1,0,0,0,Lost Cause
IN-Lal -56696,1,0,0,0,Lost Cause
IN-Raja-98461,0,0,0,0,Lost Cause
IN-Paro-50683,1,0,0,0,Lost Cause
IN-Pune-58261,1,0,0,0,Lost Cause
IN-Chha-97344,1,1,1,1,Persuadables
IN-Srin-14609,1,0,0,0,Lost Cause
IN-Deol-97888,1,0,0,0,Lost Cause
IN-Gaje-73463,1,0,0,0,Lost Cause
IN-Srin-99450,1,0,0,0,Lost Cause
IN-Jash-79516,1,0,0,0,Lost Cause
IN-Tali-42797,1,0,0,0,Lost Cause
IN-Kala-92576,1,0,0,1,Lost Cause
IN-Kala-73056,1,0,0,0,Lost Cause
IN-Dals-64804,1,0,0,0,Lost Cause
IN-Dhar-59600,1,0,0,0,Lost Cause
IN-Alwa-50035,1,0,0,0,Lost Cause
IN-Bhay-23104,1,0,0,0,Lost Cause
IN-Pudu-76292,0,0,0,0,Lost Cause
IN-Beta-18515,1,0,0,0,Lost Cause
IN-Jash-38024,1,0,0,0,Lost Cause
IN-Patt-18738,1,0,0,0,Lost Cause
IN-Domb-21024,1,0,0,0,Lost Cause
IN-Puja-64093,1,0,0,0,Lost Cause
IN-Srin-62341,0,0,0,0,Lost Cause
IN-Tiru-22657,1,0,0,0,Lost Cause
IN-Pilk-91517,1,0,0,0,Lost Cause
IN-Pune-79117,1,0,0,0,Lost Cause
IN-Sath-10746,1,0,0,0,Lost Cause
IN-Jash-71898,1,0,0,0,Lost Cause
IN-Cham-6402,1,0,0,0,Lost Cause
IN-Patt-85213,1,0,0,0,Lost Cause
IN-Sath-90778,1,0,0,0,Lost Cause
IN-Jais-6946,1,0,1,0,Persuadables
IN-Cham-36249,1,0,0,0,Lost Cause
IN-Kend-9134,1,0,0,0,Lost Cause
IN-Udum-15752,1,0,0,0,Lost Cause
IN-Saha-45711,1,0,0,0,Lost Cause
IN-Diam-1621,1,0,1,0,Persuadables
IN-Beta-15292,1,0,0,0,Lost Cause
IN-Uran-39867,1,0,0,0,Lost Cause
IN-Manj-89568,1,0,0,0,Lost Cause
IN-Bhub-38764,1,0,0,0,Lost Cause
IN-Adra-91859,1,0,0,0,Lost Cause
IN-Uran-19151,1,0,0,0,Lost Cause
IN-Supa-18380,1,0,0,0,Lost Cause
IN-Bhub-94811,1,0,0,0,Lost Cause
IN-Sirs-6118,1,0,1,1,Persuadables
IN-Tegh-88968,0,0,0,0,Lost Cause
IN-Bach-50296,1,0,0,0,Lost Cause
IN-Madh-10924,1,0,0,1,Lost Cause
IN-Kala-35041,1,0,0,0,Lost Cause
IN-Tegh-46215,1,0,0,0,Lost Cause
IN-Elam-7777,1,0,0,0,Lost Cause
IN-Sheo-28535,1,0,0,0,Lost Cause
IN-Soja-46254,0,0,0,0,Lost Cause
IN-Amre-28660,1,0,0,0,Lost Cause
IN-Rang-108,1,0,0,0,Lost Cause
IN-Tiru-53436,1,0,0,0,Lost Cause
IN-Gari-14664,1,0,0,0,Lost Cause
IN-Pudu-38462,1,0,0,0,Lost Cause
IN-Khed-69630,1,0,0,0,Lost Cause
IN-Narw-18477,1,0,0,0,Lost Cause
IN-Barb-78672,1,0,0,0,Lost Cause
IN-Ging-7539,1,0,0,0,Lost Cause
IN-Puja-502,0,0,0,0,Lost Cause
IN-Adra-15342,1,0,0,0,Lost Cause
IN-Cala-34603,0,0,0,0,Lost Cause
IN-Gora-34675,1,0,0,0,Lost Cause
IN-Peri-91704,0,0,1,0,Dont Disturb
IN-Sirs-5455,0,0,0,0,Lost Cause
IN-Sath-59027,1,0,0,0,Lost Cause
IN-Dhar-23104,1,0,0,0,Lost Cause
IN-Samb-55719,1,0,0,0,Lost Cause
IN-Hung-21820,1,0,0,0,Lost Cause
IN-Rang-6244,1,0,0,0,Lost Cause
IN-Supa-76339,1,0,0,0,Lost Cause
IN-Pune-35256,1,0,0,0,Lost Cause
IN-Jash-41622,1,0,0,0,Lost Cause
IN-Dals-87240,1,0,0,0,Lost Cause
IN-Ging-92300,1,0,0,0,Lost Cause
IN-Raja-18835,1,0,0,0,Lost Cause
IN-Aist-95452,0,0,0,0,Lost Cause
IN-Dals-34309,1,0,0,0,Lost Cause
IN-Pudu-23815,0,0,0,0,Lost Cause
IN-Kend-39288,1,0,0,0,Lost Cause
IN-Kang-71225,1,0,0,0,Lost Cause
IN-Sirs-26969,1,0,0,0,Lost Cause
IN-Barp-81579,1,0,0,0,Lost Cause
IN-Tali-20649,1,0,0,0,Lost Cause
IN-Cala-51254,0,0,0,0,Lost Cause
IN-Gari-54106,1,0,0,0,Lost Cause
IN-Amre-28397,1,0,1,0,Persuadables
IN-Alwa-26559,1,0,0,0,Lost Cause
IN-Jais-84552,0,0,0,0,Lost Cause
IN-Barp-16899,1,0,0,0,Lost Cause
IN-Kund-44827,1,0,0,0,Lost Cause
IN-Madh-21409,1,0,0,0,Lost Cause
IN-Bhub-68998,1,0,0,0,Lost Cause
IN-Paro-1987,1,0,0,0,Lost Cause
IN-Saha-48188,1,0,0,0,Dont Disturb
IN-Bhub-68970,0,0,0,0,Lost Cause
IN-Sath-98458,1,0,0,1,Lost Cause
IN-Alwa-70727,1,0,0,1,Lost Cause
IN-Kash-11342,1,0,0,0,Lost Cause
IN-Pand-32646,1,0,0,0,Lost Cause
IN-Deol-75671,1,0,0,0,Lost Cause
IN-Chha-65534,1,0,0,0,Lost Cause
IN-Sirs-50352,1,0,0,0,Lost Cause
IN-Cala-33161,1,0,0,0,Lost Cause
IN-Lete-7833,1,0,0,0,Lost Cause
IN-Lal -57511,1,0,0,0,Lost Cause
IN-Madh-5651,1,0,0,0,Lost Cause
IN-Pune-65000,1,0,0,0,Lost Cause
IN-Pudu-31875,1,0,0,0,Lost Cause
IN-Elam-4297,1,0,0,0,Lost Cause
IN-Osma-40044,1,0,0,0,Lost Cause
IN-Dals-67980,0,0,0,0,Lost Cause
IN-Barb-38053,1,0,0,0,Lost Cause
IN-Pudu-87787,1,0,0,0,Lost Cause
IN-Deol-52628,1,0,0,0,Lost Cause
IN-Meer-90711,1,0,0,0,Lost Cause
IN-Tiru-66557,1,0,0,0,Lost Cause
IN-Beta-88710,1,0,0,0,Lost Cause
IN-Samb-68057,0,0,0,0,Lost Cause
IN-Srin-89720,1,0,0,0,Lost Cause
IN-Robe-3265,1,0,0,0,Lost Cause
IN-Moga-2223,1,0,0,0,Lost Cause
IN-Rafi-29288,1,0,0,0,Lost Cause
IN-Moga-44335,1,0,0,0,Lost Cause
IN-Adra-25657,1,0,0,0,Lost Cause
IN-Osma-3807,0,0,0,0,Lost Cause
IN-Pudu-9528,1,0,0,0,Lost Cause
IN-Khed-57359,1,0,0,0,Lost Cause
IN-Pand-86905,1,0,0,0,Lost Cause
IN-Madh-46475,1,0,0,0,Lost Cause
IN-Ging-66063,1,0,0,0,Lost Cause
IN-Tegh-26773,1,0,1,0,Sure Thing
IN-Patt-13945,0,0,0,0,Lost Cause
IN-Lal -22015,0,0,0,0,Lost Cause
IN-Kend-24301,1,0,0,0,Lost Cause
IN-Samb-28058,1,0,0,0,Lost Cause
IN-Tali-97940,1,0,0,0,Lost Cause
IN-Tegh-51156,1,0,0,0,Lost Cause
IN-Udum-27294,1,0,0,0,Lost Cause
IN-Sirs-7321,1,0,0,0,Lost Cause
IN-Barp-31283,0,0,0,0,Lost Cause
IN-Khed-27385,1,0,0,1,Lost Cause
IN-Hald-21612,1,0,0,0,Lost Cause
IN-Sirs-34524,1,0,0,0,Lost Cause
IN-Sath-21223,1,0,0,0,Lost Cause
IN-Dava-54522,1,0,0,0,Lost Cause
IN-Khed-74109,0,0,0,0,Lost Cause
IN-Akle-24457,1,0,0,0,Lost Cause
IN-Adra-92936,1,0,0,0,Lost Cause
IN-Barb-57936,1,0,0,0,Lost Cause
IN-Kund-60901,1,0,0,0,Lost Cause
IN-Aist-38630,1,0,1,0,Sure Thing
IN-Supa-81579,0,0,0,0,Lost Cause
IN-Rafi-2791,1,0,0,0,Lost Cause
IN-Rang-87169,1,0,0,0,Lost Cause
IN-Saha-6449,1,0,0,0,Lost Cause
IN-Samb-81713,0,0,0,0,Lost Cause
IN-Supa-27015,1,0,0,0,Lost Cause
IN-Ging-29937,1,0,0,0,Lost Cause
IN-Alwa-42819,1,0,0,0,Lost Cause
IN-Pilk-69540,0,0,0,0,Lost Cause
IN-Kash-53095,1,0,0,1,Lost Cause
IN-Lal -46891,1,0,0,0,Lost Cause
IN-Jash-36143,1,0,0,0,Lost Cause
IN-Khed-23657,1,0,0,0,Lost Cause
IN-Alwa-28269,1,0,0,0,Lost Cause
IN-Alwa-54079,1,0,0,0,Lost Cause
IN-Uran-88833,1,0,0,0,Lost Cause
IN-Supa-63645,1,0,0,0,Lost Cause
IN-Rang-32708,1,0,0,0,Lost Cause
IN-Raja-17120,1,0,0,0,Lost Cause
IN-Paro-9799,1,0,0,0,Lost Cause
IN-Pilk-90234,0,0,0,0,Lost Cause
IN-Mala-17482,1,0,0,0,Lost Cause
IN-Raja-78196,1,0,0,0,Lost Cause
IN-Dhar-77981,1,0,0,0,Lost Cause
IN-Khed-61357,1,0,0,0,Lost Cause
IN-Cala-13872,1,0,0,0,Lost Cause
IN-Cham-32132,1,0,0,0,Lost Cause
IN-Osma-6178,1,0,0,0,Lost Cause
IN-Madh-72532,1,0,0,0,Lost Cause
IN-Aist-74420,1,0,0,0,Lost Cause
IN-Peri-57316,1,0,0,0,Lost Cause
IN-Supa-6907,1,0,0,0,Lost Cause
IN-Elam-44073,0,0,0,0,Lost Cause
IN-Sirs-96944,1,0,0,0,Lost Cause
IN-Barb-11198,1,0,0,0,Lost Cause
IN-Rang-6109,0,0,0,0,Lost Cause
IN-Kend-48327,1,0,0,0,Lost Cause
IN-Bhub-42996,0,0,0,0,Lost Cause
IN-Bhub-33793,1,0,0,0,Lost Cause
IN-Pudu-95714,1,0,1,1,Persuadables
IN-Akle-31883,1,0,0,0,Lost Cause
IN-Pune-51644,1,0,0,0,Lost Cause
IN-Beta-20935,1,0,0,0,Lost Cause
IN-Puja-49623,0,0,0,0,Lost Cause
IN-Patt-70272,1,0,0,0,Lost Cause
IN-Tiru-39195,1,0,0,0,Lost Cause
IN-Rang-2187,1,0,0,0,Lost Cause
IN-Supa-73871,1,0,0,0,Lost Cause
IN-Raja-62312,1,0,0,0,Lost Cause
IN-Sheo-6896,1,0,0,0,Lost Cause
IN-Kund-88654,1,0,0,0,Lost Cause
IN-Alwa-44618,1,0,0,0,Lost Cause
IN-Deol-43711,1,0,0,0,Lost Cause
IN-Mala-605,1,0,0,0,Lost Cause
IN-Pilk-9450,1,0,0,0,Dont Disturb
IN-Jash-1724,1,0,0,0,Lost Cause
IN-Dhar-73111,1,0,0,0,Lost Cause
IN-Paro-30402,1,0,0,0,Lost Cause
IN-Beta-38051,1,0,0,0,Lost Cause
IN-Osma-68397,1,0,0,0,Lost Cause
IN-Beta-59635,1,0,0,0,Lost Cause
IN-Deol-61019,0,0,0,0,Lost Cause
IN-Tali-80311,1,0,0,0,Lost Cause
IN-Jais-23143,1,0,1,0,Sure Thing
IN-Kend-92599,1,0,0,0,Lost Cause
IN-Sheo-11982,1,0,0,0,Lost Cause
IN-Barb-60246,1,0,0,0,Lost Cause
IN-Bach-27449,0,0,0,0,Lost Cause
IN-Akle-30726,1,0,0,0,Lost Cause
IN-Osma-70172,0,0,0,0,Lost Cause
IN-Lal -13588,0,0,0,0,Lost Cause
IN-Tiru-9163,1,0,0,0,Lost Cause
IN-Saha-77486,1,0,0,0,Lost Cause
IN-Dava-6628,1,0,0,0,Lost Cause
IN-Narw-58221,1,0,0,1,Lost Cause
IN-Jash-30891,1,0,0,0,Lost Cause
IN-Kash-9814,0,0,0,0,Lost Cause
IN-Jais-10541,0,0,0,0,Lost Cause
IN-Puja-67914,1,0,0,0,Lost Cause
IN-Bhay-30667,1,0,0,0,Lost Cause
IN-Supa-98981,1,0,0,0,Lost Cause
IN-Rang-77477,1,0,0,0,Lost Cause
IN-Tali-1586,1,0,0,0,Lost Cause
IN-Puja-91073,1,0,0,0,Lost Cause
IN-Moga-69460,1,0,0,0,Lost Cause
IN-Pudu-27560,1,0,0,0,Lost Cause
IN-Gora-83558,1,0,1,0,Persuadables
IN-Domb-54782,1,0,0,0,Lost Cause
IN-Beta-36351,1,0,0,0,Lost Cause
IN-Rang-91994,1,0,0,0,Lost Cause
IN-Gaje-5727,1,0,0,0,Lost Cause
IN-Dals-57363,1,0,0,0,Lost Cause
IN-Jais-90933,1,0,0,0,Lost Cause
IN-Bhay-96449,1,0,1,1,Persuadables
IN-Pudu-32938,0,0,0,0,Lost Cause
IN-Kash-63778,1,0,0,0,Lost Cause
IN-Samb-49072,0,0,0,0,Lost Cause
IN-Madh-27598,1,0,0,0,Lost Cause
IN-Dhar-71655,1,0,0,0,Lost Cause
IN-Dhar-94650,1,0,0,0,Lost Cause
IN-Puja-27381,1,0,0,0,Lost Cause
IN-Raja-84260,1,0,1,0,Persuadables
IN-Amre-11052,1,0,0,0,Lost Cause
IN-Sheo-14557,1,0,0,0,Lost Cause
IN-Hald-30554,1,0,1,0,Persuadables
IN-Bach-26364,0,0,0,0,Lost Cause
IN-Bhay-80860,1,0,0,0,Lost Cause
IN-Uran-23540,1,0,0,0,Lost Cause
IN-Sirs-29977,1,0,0,0,Lost Cause
IN-Domb-33341,1,0,1,1,Persuadables
IN-Bach-57073,1,0,0,0,Lost Cause
IN-Udum-56542,1,0,0,1,Lost Cause
IN-Manj-35199,1,0,0,0,Lost Cause
IN-Kend-27480,1,0,0,0,Lost Cause
IN-Bhay-27789,0,0,0,0,Lost Cause
IN-Supa-71537,1,0,0,1,Lost Cause
IN-Beta-79434,1,0,0,0,Lost Cause
IN-Dals-49161,1,0,0,0,Lost Cause
IN-Raja-52074,1,0,1,0,Persuadables
IN-Cala-24279,0,0,0,0,Lost Cause
IN-Pudu-87661,1,0,1,1,Persuadables
IN-Jash-6267,1,0,0,0,Lost Cause
IN-Tali-14892,1,0,0,0,Lost Cause
IN-Tali-19268,1,0,0,0,Lost Cause
IN-Pand-43286,1,0,0,0,Lost Cause
IN-Sheo-10860,1,0,0,0,Lost Cause
IN-Tali-75512,1,0,0,0,Lost Cause
IN-Bhub-69827,1,0,0,0,Lost Cause
IN-Alwa-95117,1,0,0,0,Lost Cause
IN-Pune-80228,0,0,0,0,Lost Cause
IN-Khed-75663,1,0,0,0,Lost Cause
IN-Srin-54765,1,0,0,0,Lost Cause
IN-Kund-71690,1,0,0,0,Lost Cause
IN-Barb-45749,1,0,1,0,Persuadables
IN-Kund-75696,1,0,0,0,Lost Cause
IN-Kend-16113,1,0,0,0,Lost Cause
IN-Paro-25784,0,0,0,0,Lost Cause
IN-Barb-94970,1,0,0,0,Lost Cause
IN-Rafi-70834,1,0,0,0,Lost Cause
IN-Madh-18734,1,0,0,0,Lost Cause
IN-Sirs-94544,1,0,0,0,Lost Cause
IN-Aist-3707,1,0,0,0,Lost Cause
IN-Pand-85528,1,0,0,0,Lost Cause
IN-Manj-79628,1,0,0,0,Lost Cause
IN-Beta-78511,0,0,0,0,Lost Cause
IN-Mala-44678,1,0,0,0,Lost Cause
IN-Raja-9358,1,0,0,0,Lost Cause
IN-Manj-80359,1,0,0,0,Lost Cause
IN-Dava-93632,1,0,0,0,Lost Cause
IN-Soja-47643,1,0,0,0,Lost Cause
IN-Osma-84839,1,0,0,0,Lost Cause
IN-Paro-94101,1,0,0,0,Lost Cause
IN-Pand-25844,1,0,0,0,Lost Cause
IN-Barp-31306,1,0,0,0,Lost Cause
IN-Barb-90151,1,0,0,0,Lost Cause
IN-Gaje-1594,1,0,0,0,Lost Cause
IN-Sath-84416,1,0,1,0,Persuadables
IN-Robe-27335,1,0,0,0,Lost Cause
IN-Ging-81665,1,0,0,0,Lost Cause
IN-Gari-49232,1,0,0,0,Lost Cause
IN-Aist-90378,1,0,0,0,Lost Cause
IN-Amre-16486,1,0,0,0,Lost Cause
IN-Samb-38938,1,0,0,0,Lost Cause
IN-Hung-75819,0,0,0,0,Lost Cause
IN-Moga-56222,1,0,0,0,Lost Cause
IN-Cala-96250,1,0,0,0,Lost Cause
IN-Dhar-31619,1,0,0,0,Lost Cause
IN-Bhay-47480,1,0,0,0,Lost Cause
IN-Amre-95787,0,0,0,0,Lost Cause
IN-Lete-19937,0,0,0,0,Lost Cause
IN-Osma-1510,0,0,0,0,Lost Cause
IN-Srin-91575,1,0,0,0,Lost Cause
IN-Saha-8047,1,0,0,0,Lost Cause
IN-Diam-83243,1,0,0,0,Lost Cause
IN-Supa-36310,1,0,0,0,Lost Cause
IN-Amre-92733,1,0,0,0,Lost Cause
IN-Pudu-33347,1,0,0,0,Lost Cause
IN-Jash-52046,1,0,0,1,Lost Cause
IN-Chha-65970,1,0,0,0,Lost Cause
IN-Madh-59866,1,0,0,1,Lost Cause
IN-Tali-36932,1,0,0,0,Lost Cause
IN-Dhar-41035,1,0,0,0,Lost Cause
IN-Elam-1295,1,0,0,0,Lost Cause
IN-Deol-67777,1,0,0,0,Lost Cause
IN-Udum-43762,1,0,0,0,Lost Cause
IN-Uran-10589,1,0,0,0,Lost Cause
IN-Tegh-26082,1,0,0,0,Lost Cause
IN-Jais-18357,1,0,0,0,Lost Cause
IN-Tegh-75368,1,0,0,0,Lost Cause
IN-Akle-83680,1,0,0,0,Lost Cause
IN-Adra-46228,1,0,0,0,Lost Cause
IN-Pune-19483,1,0,0,0,Lost Cause
IN-Hald-91225,1,0,0,0,Lost Cause
IN-Supa-21282,1,0,0,0,Lost Cause
IN-Udum-27747,0,0,0,0,Lost Cause
IN-Diam-50603,0,0,0,0,Lost Cause
IN-Alwa-42237,1,0,0,0,Lost Cause
IN-Domb-21907,1,0,0,0,Lost Cause
IN-Sheo-64275,0,0,0,0,Lost Cause
IN-Khed-79239,1,0,0,0,Lost Cause
IN-Srin-59070,1,0,0,0,Lost Cause
IN-Cham-47382,1,0,0,1,Lost Cause
IN-Cham-53675,1,0,0,0,Lost Cause
IN-Ging-78187,1,0,0,0,Lost Cause
IN-Kang-9732,1,0,0,0,Lost Cause
IN-Tali-58400,1,0,0,0,Lost Cause
IN-Dhar-70266,0,0,0,0,Lost Cause
IN-Rang-18523,1,0,0,0,Lost Cause
IN-Dava-22037,1,0,0,0,Lost Cause
IN-Hung-97019,1,0,0,0,Lost Cause
IN-Sheo-49320,1,0,0,0,Lost Cause
IN-Meer-65345,1,0,0,0,Lost Cause
IN-Cham-92671,1,0,0,0,Lost Cause
IN-Saha-75795,1,0,0,0,Lost Cause
IN-Elam-62267,1,0,0,0,Lost Cause
IN-Uran-79162,1,0,0,0,Lost Cause
IN-Domb-9521,1,0,0,0,Lost Cause
IN-Kang-78541,1,0,0,0,Lost Cause
IN-Akle-15443,1,0,0,0,Lost Cause
IN-Meer-41971,1,0,1,0,Persuadables
IN-Bhay-7112,1,0,0,0,Lost Cause
IN-Rafi-19525,0,0,0,0,Lost Cause
IN-Bach-3695,0,0,0,0,Lost Cause
IN-Barp-8660,1,0,0,0,Lost Cause
IN-Narw-39671,1,0,1,1,Persuadables
IN-Alwa-10853,1,0,0,0,Lost Cause
IN-Cala-7594,0,0,0,0,Lost Cause
IN-Raja-2911,0,0,0,0,Lost Cause
IN-Beta-28650,1,0,0,0,Lost Cause
IN-Elam-21400,1,0,0,0,Lost Cause
IN-Lal -97864,0,0,0,0,Lost Cause
IN-Sirs-34878,1,0,0,0,Dont Disturb
IN-Sheo-58244,1,0,0,0,Lost Cause
IN-Soja-11666,1,0,0,0,Lost Cause
IN-Pilk-48722,1,0,0,0,Lost Cause
IN-Madh-17528,0,0,1,0,Dont Disturb
IN-Amre-78710,1,0,0,0,Lost Cause
IN-Domb-58936,1,0,0,0,Lost Cause
IN-Peri-98626,1,0,0,0,Lost Cause
IN-Ging-31330,1,0,1,1,Persuadables
IN-Barb-47171,1,0,0,0,Lost Cause
IN-Dhar-56813,1,0,0,0,Lost Cause
IN-Jash-16687,0,0,0,0,Lost Cause
IN-Dhar-83813,1,0,0,0,Lost Cause
IN-Gari-14259,1,0,0,0,Lost Cause
IN-Moga-96510,1,0,0,1,Lost Cause
IN-Hald-93786,0,0,0,0,Lost Cause
IN-Tali-36316,1,0,0,0,Lost Cause
IN-Mala-28191,1,0,0,0,Lost Cause
IN-Lete-84963,1,0,1,1,Persuadables
IN-Samb-48566,1,0,0,1,Lost Cause
IN-Hung-36011,1,0,0,0,Lost Cause
IN-Sath-70957,0,0,0,0,Lost Cause
IN-Adra-36572,1,0,0,0,Lost Cause
